bioproject,tax_id,metadata_field,metadata_value,status,runtime_seconds,memory_usage_bytes,num_true,num_false,mean_rpm_true,mean_rpm_false,sd_rpm_true,sd_rpm_false,fold_change,test_statistic,p_value,true_biosamples,false_biosamples
PRJNA746290,10368,collection_date,2015.0,permutation_test,0.6707406044006348, 452552557,87,1792,0.0006376880621915277,0.025774623052950134,0.0026221895819844346,0.4412949019655308,-5.336956644940974,-0.025136934990758607,0.8839116088391161,,
PRJNA746290,10368,collection_date,2016.0,permutation_test,0.7039010524749756, 452552333,55,1824,0.00022979080943109464,0.025345923726852296,0.0016886106920619313,0.43741879084302987,-6.785288835364135,-0.0251161329174212,0.626937306269373,,
PRJNA746290,10368,collection_date,2017.0,permutation_test,0.594008207321167, 452551861,5,1874,0.0,0.02467641588703164,0.0,0.43156301893228843,negative inf,-0.02467641588703164,1.0,,
PRJNA338014,10368,Contacts/Contact/Name/Middle; Contacts/Contact/@email; Contacts/Contact/Name/First; Contacts/Contact/Name/Last,C; ryanshean1@gmail.com; Ryan; Shean,permutation_test; significant,0.38254642486572266, 230268389,343,610,0.0,419.9359232253137,0.0,3645.882107864733,negative inf,-419.9359232253137,0.00019998000199980003,too many biosamples to list,too many biosamples to list
PRJNA338014,10368,Contacts/Contact/Name/Middle; Contacts/Contact/Name/First,L; Alex,permutation_test,0.4224112033843994, 230266597,17,936,0.0,273.67618928145447,0.0,2950.0587414693537,negative inf,-273.67618928145447,0.7461253874612539,,
PRJNA338014,10368,isolation_source,BAL,permutation_test,0.4518098831176758, 230266533,9,944,0.0,271.3568995417811,0.0,2937.6390173555924,negative inf,-271.3568995417811,1.0,,
PRJNA338014,10368,isolation_source,LES,permutation_test,0.4578690528869629, 230266469,5,948,0.0,270.2119337209297,0.0,2931.487684845487,negative inf,-270.2119337209297,1.0,,
PRJNA338014,10368,isolation_source,ORAL,permutation_test,0.46168017387390137, 230266437,4,949,0.0,269.92720038718795,0.0,2929.955879494376,negative inf,-269.92720038718795,1.0,,
PRJNA338014,10368,isolation_source,PERICARDIA,permutation_test,0.4910273551940918, 230266469,6,947,0.0,270.4972683922295,0.0,2933.0218949974214,negative inf,-270.4972683922295,1.0,,
PRJNA338014,10368,isolation_source,PLAS,permutation_test,0.41539931297302246, 230266469,8,945,0.0,271.0697493835358,0.0,2936.0975549195746,negative inf,-271.0697493835358,1.0,,
PRJNA338014,10368,isolation_source,REC,t_test; significant,0.008908987045288086, 95965,3,950,0.0,269.64306649204354,0.0,2928.4264726689225,negative inf,-2.8380283923812377,0.004636085171203471,SAMN37999513; SAMN37999514; SAMN37999563,too many biosamples to list
PRJNA338014,10368,isolation_source,SVTM,permutation_test,0.4495220184326172, 230266577,14,939,0.0,272.801824459469,0.0,2945.3829097051353,negative inf,-272.801824459469,0.9045095490450955,,
PRJNA338014,10368,isolation_source,TONGUE,t_test; significant,0.0077245235443115234, 95965,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN37999531; SAMN37999537,too many biosamples to list
PRJNA338014,10368,isolation_source,TS,t_test; significant,0.0032668113708496094, 49594,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN37999517; SAMN37999528,too many biosamples to list
PRJNA338014,10368,isolation_source,UNKNOWN,t_test; significant,0.003072023391723633, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN37999562; SAMN37999565,too many biosamples to list
PRJNA338014,10368,isolation_source,VAG,t_test; significant,0.00341796875, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN37999534; SAMN37999541,too many biosamples to list
PRJNA338014,10368,isolation_source,VULV,t_test; significant,0.003368854522705078, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN37999523; SAMN37999543,too many biosamples to list
PRJNA338014,10368,isolation_source,blood,permutation_test,0.46140027046203613, 230266533,15,938,0.0,273.09265796102494,0.0,2946.9390492791495,negative inf,-273.09265796102494,0.8413158684131586,,
PRJNA338014,10368,isolation_source; host_disease; status,clinical; Acute respiratory illness (ARI); suppressed,t_test; significant,0.0034639835357666016, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN24619048; SAMN24619050,too many biosamples to list
PRJNA338014,10368,isolation_source; organism_taxonomy_name; Contacts/Contact/@email; geo_loc_name; Contacts/Contact/Name/First; organism_taxonomy_id; Contacts/Contact/Name/Last; collection_date; sample_type; host; biomaterial_provider,feces; Escherichia coli; dairabel@uw.edu; USA: Washington; Daira; 562; Melendez; 2013-10; whole organism; Orcinus orca; Sam Wasser,permutation_test,0.4333348274230957, 230266549,9,944,0.0,271.35689954178116,0.0,2937.639017355593,negative inf,-271.35689954178116,1.0,,
PRJNA338014,10368,isolation_source; isolate,missing; missing,permutation_test; significant,0.4186098575592041, 230266465,498,455,514.3793437097216,0.0,4029.0625079951587,0.0,inf,514.3793437097216,0.00019998000199980003,too many biosamples to list,too many biosamples to list
PRJNA338014,10368,isolation_source,nasal,permutation_test,0.4315614700317383, 230266917,60,893,0.0,286.8543260553655,0.0,3019.6238861574216,negative inf,-286.8543260553655,0.05579442055794421,,
PRJNA338014,10368,isolation_source,nasal swab,permutation_test,0.45258593559265137, 230266597,23,930,0.0,275.4418421155284,0.0,2959.4775959160065,negative inf,-275.4418421155284,0.5195480451954805,,
PRJNA338014,10368,isolation_source,sputum,t_test; significant,0.0039556026458740234, 49488,3,950,0.0,269.64306649204354,0.0,2928.4264726689225,negative inf,-2.8380283923812377,0.004636085171203471,SAMN05909063; SAMN28125203; SAMN28125215,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; package; organism_taxonomy_id,Homo sapiens; Human.1.0; 9606,permutation_test; significant,0.4324800968170166, 230267233,278,675,0.0,379.4976491369502,0.0,3468.110185641355,negative inf,-379.4976491369502,0.00019998000199980003,too many biosamples to list,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human alphaherpesvirus 1; Pathogen: clinical or host-associated sample from Human alphaherpesvirus 1; 10298,permutation_test; significant,0.43903040885925293, 230266533,109,844,0.0,303.5081909566841,0.0,3105.2284688879363,negative inf,-303.5081909566841,0.004199580041995801,SAMN10330551; SAMN10330552; SAMN10330553; SAMN10330554; SAMN10330555; SAMN10330556; SAMN10330557; SAMN10330558; SAMN10330559; SAMN10330560; SAMN10330561; SAMN10330562; SAMN10330563; SAMN10330564; SAMN10330565; SAMN10330566; SAMN10330567; SAMN10330568; SAMN10330569; SAMN10330570; SAMN10330571; SAMN10330572; SAMN10330573; SAMN10330574; SAMN10330575; SAMN10330576; SAMN10330577; SAMN10330578; SAMN10330579; SAMN10330580; SAMN10330581; SAMN10330582; SAMN10330583; SAMN10330584; SAMN10330585; SAMN10330586; SAMN10330587; SAMN10330588; SAMN10330589; SAMN10330590; SAMN10330591; SAMN10330592; SAMN10330593; SAMN10330594; SAMN10330595; SAMN10330596; SAMN10330597; SAMN10330598; SAMN10330599; SAMN10330600; SAMN10330601; SAMN10330602; SAMN10330603; SAMN10330604; SAMN10330605; SAMN10330606; SAMN10330607; SAMN10330608; SAMN10330609; SAMN37999513; SAMN37999514; SAMN37999515; SAMN37999516; SAMN37999517; SAMN37999518; SAMN37999519; SAMN37999520; SAMN37999521; SAMN37999522; SAMN37999523; SAMN37999524; SAMN37999525; SAMN37999526; SAMN37999527; SAMN37999528; SAMN37999529; SAMN37999530; SAMN37999531; SAMN37999532; SAMN37999533; SAMN37999534; SAMN37999535; SAMN37999536; SAMN37999537; SAMN37999538; SAMN37999539; SAMN37999540; SAMN37999541; SAMN37999542; SAMN37999543; SAMN37999544; SAMN37999545; SAMN37999546; SAMN37999547; SAMN37999548; SAMN37999549; SAMN37999550; SAMN37999551; SAMN37999552; SAMN37999553; SAMN37999554; SAMN37999555; SAMN37999556; SAMN37999557; SAMN37999558; SAMN37999559; SAMN37999560; SAMN37999561; SAMN37999562,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human alphaherpesvirus 2; Pathogen: clinical or host-associated sample from Human alphaherpesvirus 2; 10310,permutation_test; significant,0.4094278812408447, 230266533,201,752,0.0,340.63951219074653,0.0,3287.7737348974506,negative inf,-340.63951219074653,0.00019998000199980003,too many biosamples to list,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human betaherpesvirus 6A; Pathogen: clinical or host-associated sample from Human betaherpesvirus 6A; 32603,permutation_test,0.5142467021942139, 230266557,15,938,1945.9698361044116,241.97373734101834,3975.60223756645,2896.061080177803,3.0075669695405063,1703.9960987633933,0.09499050094990501,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human betaherpesvirus 6B; Pathogen: clinical or host-associated sample from Human betaherpesvirus 6B; 32604,permutation_test; significant,0.47050952911376953, 230266666,132,821,1719.4800426202667,35.55365108595149,7553.753647431446,597.2382453541229,5.595830839785703,1683.9263915343151,0.00019998000199980003,SAMN11109191; SAMN11155588; SAMN11155589; SAMN11155590; SAMN11155591; SAMN11155592; SAMN11155593; SAMN11155594; SAMN11160944; SAMN11160945; SAMN11160946; SAMN11160947; SAMN11160948; SAMN11160949; SAMN11160950; SAMN11160951; SAMN11160952; SAMN11160953; SAMN11160954; SAMN11160955; SAMN11160956; SAMN11160957; SAMN11160958; SAMN11160959; SAMN11160960; SAMN11160961; SAMN11160962; SAMN11160963; SAMN11163857; SAMN11163858; SAMN11163859; SAMN11163860; SAMN11163861; SAMN11163862; SAMN11163863; SAMN11163864; SAMN11163865; SAMN11163866; SAMN11163867; SAMN11163868; SAMN11163869; SAMN11163870; SAMN11163871; SAMN11163872; SAMN11163873; SAMN11163874; SAMN11163875; SAMN11163876; SAMN11163877; SAMN11163878; SAMN11163879; SAMN11163880; SAMN11163881; SAMN11163882; SAMN11163883; SAMN11163884; SAMN11163885; SAMN11163886; SAMN11163887; SAMN11163888; SAMN11163889; SAMN11163890; SAMN11178649; SAMN11178651; SAMN11178652; SAMN11178653; SAMN11178655; SAMN11178656; SAMN11178657; SAMN11178658; SAMN11178659; SAMN11178660; SAMN11178661; SAMN11178662; SAMN11178663; SAMN11178666; SAMN11178667; SAMN11178668; SAMN11178669; SAMN11178670; SAMN11178672; SAMN11178673; SAMN11178674; SAMN11178675; SAMN11178676; SAMN11178677; SAMN11178678; SAMN11178679; SAMN11178680; SAMN12345975; SAMN12345977; SAMN12345978; SAMN12345979; SAMN12345980; SAMN12345981; SAMN12345982; SAMN12345983; SAMN12345984; SAMN12345985; SAMN12345986; SAMN12345987; SAMN12345988; SAMN12345989; SAMN12345990; SAMN12345991; SAMN12345992; SAMN12345993; SAMN12345994; SAMN12345995; SAMN12345996; SAMN12345997; SAMN12345998; SAMN12345999; SAMN12346000; SAMN12346001; SAMN12346003; SAMN12346004; SAMN12346005; SAMN12346006; SAMN12346007; SAMN12346008; SAMN12346009; SAMN12346010; SAMN12346011; SAMN12346013; SAMN12346014; SAMN13351783; SAMN13351784; SAMN13351785; SAMN13351786; SAMN13351787; SAMN13351788,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human coronavirus 229E; Pathogen: clinical or host-associated sample from Human coronavirus 229E; 11137,permutation_test,0.0038542747497558594, 49470,4,949,0.0,269.92720038718795,0.0,2929.955879494376,negative inf,-269.92720038718795,1.0,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human coronavirus OC43; Pathogen: clinical or host-associated sample from Human coronavirus OC43; 31631,permutation_test,0.003971576690673828, 49470,4,949,0.0,269.92720038718795,0.0,2929.955879494376,negative inf,-269.92720038718795,1.0,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human metapneumovirus; Pathogen: clinical or host-associated sample from Human metapneumovirus; 162145,permutation_test,0.004981517791748047, 49476,9,944,0.0,271.3568995417811,0.0,2937.6390173555924,negative inf,-271.3568995417811,1.0,,
PRJNA338014,10368,organism_taxonomy_name; organism_taxonomy_id,Human orthorubulavirus 2; 2560525,permutation_test,0.44300174713134766, 230266597,24,929,0.0,275.73833494880665,0.0,2961.0561922992197,negative inf,-275.73833494880665,0.49895010498950104,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human orthorubulavirus 4; Viral sample from Human orthorubulavirus 4; 2560526,permutation_test,0.48132801055908203, 230266437,4,949,0.0,269.92720038718795,0.0,2929.9558794943755,negative inf,-269.92720038718795,1.0,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human parainfluenza virus 4a; Pathogen: clinical or host-associated sample from Human parainfluenza virus 4a; 11224,t_test; significant,0.0042285919189453125, 49488,3,950,0.0,269.64306649204354,0.0,2928.4264726689225,negative inf,-2.8380283923812377,0.004636085171203471,SAMN28125203; SAMN28125207; SAMN28886786,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human parainfluenza virus 4b; Pathogen: clinical or host-associated sample from Human parainfluenza virus 4b; 11226,permutation_test,0.003555774688720703, 49470,4,949,0.0,269.92720038718795,0.0,2929.955879494376,negative inf,-269.92720038718795,1.0,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human respiratory syncytial virus A; Pathogen: clinical or host-associated sample from Human respiratory syncytial virus A; 208893,permutation_test,0.003403186798095703, 49484,5,948,0.0,270.2119337209297,0.0,2931.487684845487,negative inf,-270.2119337209297,1.0,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Human respiratory syncytial virus B; Pathogen: clinical or host-associated sample from Human respiratory syncytial virus B; 208895,t_test; significant,0.003507852554321289, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN28125214; SAMN28886795,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; organism_taxonomy_id,Human respirovirus 1; 12730,permutation_test,0.4145784378051758, 230266469,8,945,0.0,271.06974938353585,0.0,2936.0975549195755,negative inf,-271.06974938353585,1.0,,
PRJNA338014,10368,organism_taxonomy_name; organism_taxonomy_id,Human respirovirus 3; 11216,permutation_test,0.43089890480041504, 230266341,93,860,0.0,297.86152693888533,0.0,3076.480369494383,negative inf,-297.86152693888533,0.006399360063993601,,
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Mycobacterium intermedium; Pathogen: clinical or host-associated sample from Mycobacterium intermedium; 28445,t_test; significant,0.004156589508056641, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN05729955; SAMN05729961,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Mycolicibacterium diernhoferi; Pathogen: clinical or host-associated sample from Mycolicibacterium diernhoferi; 1801,t_test; significant,0.0037877559661865234, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN05729958; SAMN06034711,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,Mycolicibacterium porcinum; Pathogen: clinical or host-associated sample from Mycolicibacterium porcinum; 39693,t_test; significant,0.006949663162231445, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN05730077; SAMN06199452,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,rhinovirus A59; Pathogen: clinical or host-associated sample from rhinovirus A59; 185918,t_test; significant,0.0037832260131835938, 49488,3,950,0.0,269.64306649204354,0.0,2928.4264726689225,negative inf,-2.8380283923812377,0.004636085171203471,SAMN28125217; SAMN28125218; SAMN28886787,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,rhinovirus A94; Pathogen: clinical or host-associated sample from rhinovirus A94; 185941,t_test; significant,0.0038220882415771484, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN28886788; SAMN28886794,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,rhinovirus B3; Pathogen: clinical or host-associated sample from rhinovirus B3; 44130,t_test; significant,0.004849433898925781, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN28125216; SAMN28886796,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; title; organism_taxonomy_id,rhinovirus C5; Pathogen: clinical or host-associated sample from rhinovirus C5; 1418031,t_test; significant,0.003694772720336914, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN28125222; SAMN28125227,too many biosamples to list
PRJNA338014,10368,organism_taxonomy_name; strain; title; organism_taxonomy_id,rhinovirus C56; RvC56/USA/2017/SC9730; Pathogen: clinical or host-associated sample from rhinovirus C56; 2094116,t_test; significant,0.005451202392578125, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN28886806; SAMN28887141,too many biosamples to list
PRJNA338014,10368,publication_date; collection_date,2016-09-05T00:00:00.000; 2000-06,permutation_test,0.47780847549438477, 230266549,10,943,0.0,271.6446587141478,0.0,2939.1829099242555,negative inf,-271.6446587141478,1.0,,
PRJNA338014,10368,publication_date,2016-10-14T00:00:00.000,t_test; significant,0.0040264129638671875, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN05909063; SAMN05912803,too many biosamples to list
PRJNA338014,10368,publication_date,2017-06-30T00:00:00.000,permutation_test,0.004802227020263672, 49270,24,929,0.0,275.73833494880665,0.0,2961.0561922992197,negative inf,-275.73833494880665,0.49895010498950104,,
PRJNA338014,10368,publication_date,2017-07-01T00:00:00.000,permutation_test; significant,0.45197319984436035, 230266497,292,661,0.0,387.5354208282018,0.0,3504.200658892544,negative inf,-387.5354208282018,0.00019998000199980003,too many biosamples to list,too many biosamples to list
PRJNA338014,10368,publication_date,2017-07-06T00:00:00.000,t_test; significant,0.004082918167114258, 49506,2,951,0.0,269.359530144523,0.0,2926.8994581168554,negative inf,-2.8380157417211715,0.004636164960463066,SAMN07327629; SAMN07327630,too many biosamples to list
PRJNA338014,10368,publication_date; tissue,2017-08-17T00:00:00.000; stool,permutation_test,0.4207932949066162, 230266674,39,914,0.0,280.26358114599714,0.0,2985.0423916009972,negative inf,-280.26358114599714,0.2121787821217878,,
PRJNA338014,10368,publication_date,2017-08-23T00:00:00.000,t_test; significant,0.007816791534423828, 95965,3,950,0.0,269.64306649204354,0.0,2928.4264726689216,negative inf,-2.8380283923812386,0.00463608517120346,SAMN07550181; SAMN07550182; SAMN07550255,too many biosamples to list
PRJNA338014,10368,publication_date,2017-08-30T00:00:00.000,permutation_test,0.4236330986022949, 230266577,14,939,0.0,272.801824459469,0.0,2945.3829097051357,negative inf,-272.801824459469,0.8985101489851015,,
PRJNA338014,10368,publication_date,2018-10-26T00:00:00.000,permutation_test; significant,0.44185686111450195, 230266853,255,698,0.0,366.9927122742713,0.0,3411.164954773827,negative inf,-366.9927122742713,0.00019998000199980003,too many biosamples to list,too many biosamples to list
PRJNA338014,10368,publication_date,2018-11-19T00:00:00.000,permutation_test,0.37781214714050293, 230266693,34,919,0.0,278.73875208644324,0.0,2976.982348370999,negative inf,-278.73875208644324,0.25937406259374063,,
PRJNA338014,10368,publication_date; host,2019-03-17T00:00:00.000; missing,permutation_test,0.44098854064941406, 230266557,12,941,208.27633772348244,269.5659905576616,280.5811360278481,2942.2579367775024,-0.37213954816616746,-61.28965283417918,0.41055894410558946,,
PRJNA338014,10368,publication_date,2019-03-18T00:00:00.000,permutation_test,0.4373900890350342, 230266917,54,899,0.0,284.93983667123626,0.0,3009.621037367345,negative inf,-284.93983667123626,0.09319068093190681,,
PRJNA338014,10368,publication_date,2019-03-20T00:00:00.000,permutation_test,0.3865182399749756, 230266661,32,921,0.0,278.13345620786254,0.0,2973.776561099765,negative inf,-278.13345620786254,0.3057694230576942,,
